,In_Degree,Out_Degree,Total_In,Flow_Ratio,Avg_Time_Diff,TrustRank,Degree_Centrality,Betweenness_Centrality,Is_In_Cycle
0x28bc078dcb4e86fd7e18f3b0aa6ec2265b66b28c,0.24369729550384364,-0.38420141329467483,0.35160006675632033,-0.24422406836124147,0.3318685046801182,0.3014164264562463,0.07427435764758272,-0.23911680992073747,0.33407358148757066
0x82e5bb7af186ebd71be0302684da12c741baf922,-0.16287143239713017,-0.7038897252389873,0.021581425793498216,-0.2374731286868007,0.5805111695904135,-0.015049419064905863,-0.4238769344220534,-0.2706426951594757,0.33407358148757066
0x97488812b381f97c83bca538f66417733f6af585,-0.29839434169745477,1.2142401464268875,-0.08679046780647659,0.07940810692065318,0.7684652465204438,-0.08303319451054059,0.19881218066499193,-0.31081399266038223,0.33407358148757066
0x714471e7966d7b4624af821cbd7845b49ff9f6a8,-0.569440160298104,-0.7038897252389873,-0.4655232756348588,3.8541741457225136,-1.3398180183828547,-0.22966267340270524,-0.7974904034742806,-0.5738938754130164,-2.9933525289463985
0xd71ab3a8fbf397d02c60467738ddfeeb48a2676f,-0.027348523096805563,-0.0645131013503624,-0.060876798679424,-0.06797837614261551,-0.6258119249868385,0.16252132460502597,-0.050263465369826205,-0.1631175940239015,0.33407358148757066
0x7787c3c90987d54021dc7de1229392fa4a060a25,-0.4339172509977794,-1.0235780371832999,-0.3431528802007912,-0.1344269813699554,3.1650909299535646,-0.1489688792806369,-0.7974904034742806,-0.5807255475175825,0.33407358148757066
0x9635c36836fef1b77502ee4381fb539e045473d0,-0.4339172509977794,0.894551834482575,-0.35262259730387296,0.8384122638247932,2.942629647064774,-0.18821167094095378,-0.050263465369826205,-0.34400117168275773,0.33407358148757066
0x65898c71e3e6e1edfbea10e1f48cb6878433c0cc,-0.29839434169745477,-0.38420141329467483,-0.2407620857739194,0.0926560404310997,0.5883388071902625,0.07586567268458176,-0.4238769344220534,-0.20482080757099866,0.33407358148757066
0xb07b552c01ca28b41edf96e3a172ab65adfe18e5,0.37922020480416824,-0.38420141329467483,0.15519695971527006,-0.24354484653872568,-0.8015028955176061,0.004041687299608864,0.19881218066499193,-0.11449094910485914,0.33407358148757066
0x4c7cb9f8ea39f53d699b7dfd5769500e6925d98d,0.10817438620351905,1.8536167703155124,0.09873681234635658,-0.006529047867384044,0.5516275866695487,0.19951832891292492,0.8215012957520373,3.8021088426421583,0.33407358148757066
0x47a19490821dbd5851b062a018c17e12140090a8,-0.29839434169745477,-1.0235780371832999,-0.23875882413090105,-0.27512780772650763,-1.4296808084699772,-0.027042544509964545,-0.6729525804568715,-0.6004292624961329,-2.9933525289463985
0x71beb7da9905eb1d7dde060c70030f88e986a459,-0.4339172509977794,0.894551834482575,-0.27746246055203855,0.4379385068637734,0.6349998236038757,-0.19715925245535545,-0.050263465369826205,-0.3717823425820133,0.33407358148757066
0xed55e50b1f408d73bf8295ef6d06eabbbabcd1d8,0.5147431141044928,0.2551752105939501,0.6228846329122798,-0.20633377815625778,-0.16535718493912288,0.1153004343617902,0.572425649717219,0.31457429017286903,0.33407358148757066
0x6747f55040972b5a94b60315a6f68bb3f71261d2,0.6502660234048174,-0.0645131013503624,0.341493530773453,-0.2516755758527546,-0.6515381090022884,0.18219432864201,0.572425649717219,0.17170983355263628,0.33407358148757066
0x4142603baf3b34acea6e6edcaebdbab48bb856a0,-0.16287143239713017,-0.0645131013503624,-0.2993799363466748,0.29909140464864503,0.31364392516380635,-0.22228660757050625,-0.17480128838723527,-0.25137428603720163,-2.9933525289463985
0x5ba63b94787c54736bc1699a615e8fbef43a9b29,-0.29839434169745477,-0.0645131013503624,-0.07852766396593608,-0.05691994107575818,1.270136082126332,-0.1526134437629343,-0.2993391114046443,-0.22927628527608543,0.33407358148757066
0x46024ff77fed7b3df0fc0df7575f75b14ec09dd5,0.10817438620351905,-0.38420141329467483,0.06503079348007204,-0.17042960701434617,-0.7331665530773788,0.18902839412330777,-0.050263465369826205,-0.4265315930143737,-2.9933525289463985
0x997adf407dc4962bc5b365a83e7386f74e6b38f0,-0.027348523096805563,0.2551752105939501,0.05210605355719261,-0.11198840315336626,-0.06986555931233586,-0.11479944528375853,0.07427435764758272,-0.33578533046917824,0.33407358148757066
0x594d2837da4b5d7031d6de6c6648386522043b83,-0.027348523096805563,-0.38420141329467483,-0.014460115047746736,-0.23529119523694833,-0.9228354986647125,-0.010693549546453813,-0.17480128838723527,-0.47407524091782366,0.33407358148757066
0x88e175116140a7b3d8f2fe6d55565b13c616b514,0.24369729550384364,0.2551752105939501,0.3219807561279214,-0.17967341016460794,-0.5027348070786168,-0.01984564445862266,0.32335000368240113,0.31137532157388514,0.33407358148757066
0x164fee71ade5472d35421d32cd5cde948e91ffac,-0.16287143239713017,-0.0645131013503624,-0.09119230266001115,-0.08456390621674098,0.5480135903790532,-0.16614758531557342,-0.17480128838723527,-0.3572565161581618,0.33407358148757066
0xf9b68ba580cb928086cd7c931c07db7f5d0a38f0,-0.16287143239713017,-0.7038897252389873,-0.0816490643005854,-0.17226356798195955,-1.3818033873910356,-0.08477219995419918,-0.4238769344220534,-0.30811656232525914,-2.9933525289463985
0x3d16225525b3114c3beb1aa2f9e4ecb047b8487e,-0.027348523096805563,0.2551752105939501,-0.1259669429724532,-0.19611682026341543,-0.37434533541427967,-0.15536133406155506,0.07427435764758272,0.7724143287703366,0.33407358148757066
0x5868d49c56fd2947d002ca199369434eab4a67e9,-0.027348523096805563,-1.0235780371832999,-0.22631601331204673,-0.19952615007155108,-0.7276736572145334,0.1319439410120536,-0.4238769344220534,-0.26302475014847854,0.33407358148757066
0x84ba1ec59704b45a2feadfd581a2acc76b0b84f0,0.24369729550384364,-0.0645131013503624,0.2332113642011292,-0.20465040337749546,-0.38413970027963923,-0.12173480286224884,0.19881218066499193,-0.12153458900627467,0.33407358148757066
0x98eaeabc37e456cc32eb4cab260c6fe05648884f,0.10817438620351905,0.2551752105939501,0.48760293349839773,-0.23034951740029008,-0.6580434889090506,0.07463826934895747,0.19881218066499193,0.9110674548895988,0.33407358148757066
0xfe70a70ccd61dbe8fec8b1127bf0af0c2be13f1c,-0.29839434169745477,0.2551752105939501,-0.05447258810770703,-0.00462174507316231,0.5011457213117835,-0.04164227709759557,-0.17480128838723527,-0.5447198096190785,0.33407358148757066
0x095b8bcb565529d7a93c15dfdaf17be8de10b093,-0.027348523096805563,1.5339284583711998,0.14737412435698066,0.021812994733309637,-0.8156630563959484,0.2512589256657478,0.572425649717219,0.1469059777717225,0.33407358148757066
0x81214b67f05f7179389c572117faca3b2c910b6b,-0.29839434169745477,0.5748635225382626,-0.06060561113429351,0.06595907602143723,-0.23665121490661442,-0.03767292855024063,-0.050263465369826205,-0.5408746207707648,0.33407358148757066
0x7adf1be493a9a06c7ba9b08467df44006eacef24,-0.4339172509977794,0.2551752105939501,-0.2835517125887079,0.45693280373708756,2.1653296847439023,-0.14012605992860291,-0.2993391114046443,-0.47991885152488656,0.33407358148757066
0x6e17d455f32e6bf7167041062b108fb08a8b142f,0.5147431141044928,-0.7038897252389873,0.3215105786592692,-0.23808378774672673,-0.48037406298379226,-0.021487748055372582,0.19881218066499193,-0.2639383062654243,0.33407358148757066
0xfabf49f3e364cd4be61f2f16a4067f65f7a81490,-0.4339172509977794,-0.38420141329467483,-0.37560876457825065,0.1970224678638551,4.554820904463002,-0.21472675150204545,-0.5484147574394624,-0.5545417431936281,0.33407358148757066
0x08225ccfcbe2f167276ad8f69cfa80c1027a0e60,0.24369729550384364,-1.0235780371832999,0.20108837746122504,-0.254838056250722,-1.020549693582762,0.021585968113829818,-0.17480128838723527,-0.4801232310674624,0.33407358148757066
0x2e78831c41ec444ca94288092ee70bd2939c9946,-0.569440160298104,-0.7038897252389873,-0.30574189215556546,0.014768996037810941,-0.4788800592807109,-0.221527956753395,-0.7974904034742806,-0.5973776741569115,-2.9933525289463985
0xa1e49f52360285f58305cde69273e4361a4c43d1,0.6502660234048174,-0.0645131013503624,0.3383149094991049,-0.25101370792494637,-0.7612736805500586,0.040101068721717203,0.572425649717219,2.660423156703214,0.33407358148757066
0x1fdd4079b1fae28a2ce19b9c89910b1a53f99884,-0.29839434169745477,0.894551834482575,-0.3285972962238251,0.629658003678064,-0.25885502863922866,-0.21030255609756987,0.07427435764758272,-0.43126462314152453,0.33407358148757066
0xbeeec6d89f705170e55cb83edf633d457e8a8bbb,-0.29839434169745477,-0.0645131013503624,-0.24615091092825564,-0.07348927530452279,0.40389254403954794,-0.12637429191001887,-0.2993391114046443,-0.025259100753156037,0.33407358148757066
0x5d5691ed3b82f63e3fd9289e28b6c582418b2de1,-0.29839434169745477,0.894551834482575,-0.21947813027726842,-0.0995156729610025,1.1322456709448019,-0.22047245459408657,0.07427435764758272,-0.573672861075776,0.33407358148757066
0x8865a1ace9425bb28b4228e85297699cf90f19b3,0.6502660234048174,-0.0645131013503624,0.33280528341595567,-0.21114774238483264,-0.775590794002977,-0.020759684698416082,0.572425649717219,0.20469455126200686,0.33407358148757066
0x86f2b7f3339daf61d6ac4ee062aa9a699bed9666,-0.027348523096805563,0.2551752105939501,0.0792127167719928,-0.1195691778092144,1.130610174473528,-0.10867308062308205,0.07427435764758272,2.2696816745095387,0.33407358148757066
0xdcbb08625912488c11b1958b8456414bb2efae8a,0.10817438620351905,-0.38420141329467483,0.07195766118651224,-0.2140066223859179,-0.9597244625341039,-0.010713062224536492,-0.050263465369826205,-0.3868730824990915,0.33407358148757066
0xf4b9701e34d4ec52a7421a3a0535416110b66c8c,0.24369729550384364,-0.0645131013503624,0.11441261851407368,-0.15721089985479852,-0.8274876981044949,0.025446062724831717,0.19881218066499193,0.011185426090620199,0.33407358148757066
0x136b9a6fd25dbb4521fb48fd0d90d8767c6a95d8,-0.027348523096805563,-0.7038897252389873,0.08349146410020128,-0.23613817940541929,2.9921156876527424,0.008820221874846794,-0.2993391114046443,-0.33974313433309694,0.33407358148757066
0xaa511ad4f57a23d5f8b6efc70729d57f58d8dbe2,-0.16287143239713017,-1.0235780371832999,-0.06073392666665535,-0.24621832758273635,-1.4296808084699772,-0.047997196459513655,-0.5484147574394624,-0.43921670240362903,0.33407358148757066
0x77e14b70285bb983701db33051bdcf316b4be60a,0.10817438620351905,0.2551752105939501,0.0005274780946637724,-0.11313560656405942,-0.31168891695435164,-0.027780044247715574,0.19881218066499193,-0.08633553711478455,0.33407358148757066
0x42389623797609771b311876c7e0f4e59eccf27e,0.10817438620351905,-0.38420141329467483,-0.006679373375040851,-0.14720128649861797,-0.960956804571674,-0.04791231490109825,-0.050263465369826205,0.7249612867606493,0.33407358148757066
0xcd10ae3c762093f0c1946f5b9e06a7626dae12d8,0.5147431141044928,0.2551752105939501,0.26000617837200535,-0.13713386867508132,-0.7947428286280972,0.06399985481314983,0.572425649717219,2.181674080992132,0.33407358148757066
0x92acf2e7a0082f9653ab0eca2610b6187177af2e,0.24369729550384364,0.2551752105939501,0.07071423941670092,-0.08144813763159714,-0.3716469772541501,-0.05690419940648622,0.32335000368240113,-0.31802717694281285,0.33407358148757066
0x4ecdad783f215212daa894dc7d6cebd8088cafa6,-0.29839434169745477,0.5748635225382626,-0.2610767729681663,0.33320155153801084,0.8245518290198749,-0.2035517067263562,-0.050263465369826205,0.6862176830838671,0.33407358148757066
0x273670f147860ca0901c1d5fe463301e9657bbe5,0.24369729550384364,1.2142401464268875,-0.056225724805942914,0.049340618143070857,-0.6199667854319999,-0.14045329230052123,0.6969634727346281,2.7553315761371167,0.33407358148757066
0x07892aec999e8340e49b3123d489b09cbff37111,0.24369729550384364,-1.0235780371832999,0.32812465186840334,-0.2768837353003351,-0.02793150086844446,0.051818054509181304,-0.17480128838723527,-0.17648399267259265,0.33407358148757066
0x0b715ead04e7559f813f4453788813f496895c31,-0.027348523096805563,1.2142401464268875,-0.12728488397717874,0.1684143907442056,0.5445118109590298,-0.16719952123131382,0.44788782669981003,-0.19460265466552648,0.33407358148757066
0xb1d5e3e0f14ea63ae5123f5f873ee0e984882304,-0.29839434169745477,-0.7038897252389873,-0.09608041220144993,-0.212271926998894,0.6031513452431443,-0.09472125299039941,-0.5484147574394624,-0.37613857103084664,0.33407358148757066
0x2d54c3721ae1b8570160191f0c1e4f487baba52f,0.10817438620351905,-0.38420141329467483,0.09338171536601074,-0.15682976230969814,-1.0083251182335085,-0.03541777715061754,-0.050263465369826205,-0.4391098205796179,0.33407358148757066
0xad2a666fec07ad81896ac1f049b8ad25a72bbc36,-0.29839434169745477,0.5748635225382626,-0.12278122029270089,0.2125787160534966,1.6906650154263587,-0.11976096046044589,-0.050263465369826205,-0.37528043399327954,0.33407358148757066
0xf5f43f783bbca3dd2ff18277411078a9c2757fe8,-0.29839434169745477,-0.38420141329467483,-0.13530785080640687,-0.18346303696439206,1.6621458612665578,-0.08377128149004145,-0.4238769344220534,-0.42898995712119586,0.33407358148757066
0xc8cee2eeffce4cf67f0bdea47930705ce7321407,-0.16287143239713017,0.894551834482575,-0.17842452395281858,0.06905108163082821,0.45328952890786356,-0.10817364317766529,0.19881218066499193,0.005173080840371259,0.33407358148757066
0x83e6079aa61bd0938d6e81ac22baa2b55c440552,1.192357660606116,-0.38420141329467483,0.7619309386034455,-0.2782490110800108,-0.8944236619621951,0.2205157798023424,0.9460391187694462,-0.06368756326388501,0.33407358148757066
0xffd4e4a6f45136d9fe44ec722d7fba87cda37034,0.5147431141044928,-0.7038897252389873,0.18611446187774383,-0.2676883704167658,-0.5063656403421565,0.1726953729213044,0.19881218066499193,-0.35237197629591277,0.33407358148757066
0xf659497c03261b8d2c9da5ff7ed7ad88aa300132,0.10817438620351905,-0.0645131013503624,-0.1024675135686281,-0.06918687644919196,0.010117948036146057,-0.17210369084416757,0.07427435764758272,-0.48673739806303234,0.33407358148757066
0x1edc67168b68d8ba76d6ae7511c397146fba73a2,0.24369729550384364,1.2142401464268875,0.2617851399542924,-0.15598412702818842,-0.92955047445227,-0.032888003872590346,0.6969634727346281,0.37648714506903735,0.33407358148757066
0x0ce7fcff1bc48aac80895de5176b667f504437ca,0.9213118420054667,0.5748635225382626,0.47073960636751216,-0.19736231132967885,-0.7612021123084391,0.38112504746821535,1.0705769417868551,0.17810551018888085,0.33407358148757066
0x166b67331d5fb8e8904f648e79e125f1fd862631,-0.4339172509977794,0.894551834482575,-0.2964211539937656,0.4940905617479361,0.8869052073505724,-0.2129074631889667,-0.050263465369826205,-0.35617352863736784,0.33407358148757066
0xadef46e0b7d71af30c9ff9a4d5c60fb1a68870b6,-0.16287143239713017,-0.7038897252389873,-0.04022119500226902,-0.25912877819923125,0.7595703787998586,-0.12196744723064863,-0.4238769344220534,-0.38859578019867697,0.33407358148757066
0x5194618c17eb7b81ea4bca2d80562c926e5c6590,-0.4339172509977794,-1.0235780371832999,-0.34034238695836283,-0.07843472233283882,-1.4296808084699772,-0.2198894406494344,-0.7974904034742806,-0.5728097780115196,0.33407358148757066
0x5b824122bce719badcbcf81fd7c0aa869e4eee8b,0.24369729550384364,-0.7038897252389873,0.08971989387809029,-0.2704309838554138,-0.5759760840670811,0.03187478086611869,-0.050263465369826205,1.1693579301583579,0.33407358148757066
0x45c22c297a77b3bd51a2ede0f3b96066f1892956,-0.29839434169745477,0.2551752105939501,-0.04878452695790129,-0.08567997072315442,0.9454095127535634,0.10067213050528635,-0.17480128838723527,-0.10411073500064359,0.33407358148757066
0x372c237ee7687fc48ce66f2004a5d601c92d18e8,0.5147431141044928,-0.38420141329467483,0.5121545229544923,-0.25426153113818944,-0.6578384243508163,-0.0670002589612198,0.32335000368240113,-0.3500121284993077,0.33407358148757066
0x7b58f2f03cce6dbb5e8098c59c71d9a317716615,-0.027348523096805563,-1.0235780371832999,-0.09052926670810492,-0.2500988824786183,0.47685516690289836,-0.12253609550938499,-0.4238769344220534,-0.5818340244120677,-2.9933525289463985
0x83fd3e110df7dd7c84088ddde37c65cad0fced0d,0.24369729550384364,-0.7038897252389873,0.29376811905500805,-0.21984477572898053,-0.7341707741213322,0.2957866887245755,-0.050263465369826205,-0.42983860670524343,0.33407358148757066
0x7c843443b9e78c5c4030dbac0c036b41e528ded8,-0.29839434169745477,-0.0645131013503624,-0.21570802636365133,0.12563782603142587,-0.8554406273359201,-0.18590899166328154,-0.2993391114046443,-0.45164548081806916,-2.9933525289463985
0x0e06668bee673c8f363bdba68c131b63a5b69f53,-0.4339172509977794,-0.7038897252389873,-0.35910704535262694,0.11094515253674746,2.544779526240656,-0.19534585806241242,-0.6729525804568715,-0.571355340870844,0.33407358148757066
0x145f3db05ad2719182c0d1fa3d09bf79e19d3be2,-0.16287143239713017,-1.0235780371832999,-0.06489156491828195,-0.19453236829047932,0.2839874185608703,-0.15446087186240426,-0.5484147574394624,-0.3930715832506413,0.33407358148757066
0x155587f0ef864630bdd7acef3f9ec7cd36d0246c,1.192357660606116,-1.0235780371832999,0.7579625065836741,-0.2895292166251854,-1.2650625244387101,0.1811773751474143,0.6969634727346281,-0.1744407018694459,0.33407358148757066
0x8d5391347320668fdf7417cdced1fcb9ec41bed1,0.5147431141044928,-1.3432663491276122,-0.06401372896129598,-0.30922058781793094,-1.4275990655759423,-0.061430112923208484,-0.050263465369826205,-0.38759634692070727,0.33407358148757066
0x5e768d47960aa289e9da242464bd3a92e408267e,-0.16287143239713017,-0.7038897252389873,-0.026832654168548516,-0.21766690724438884,1.8062450284260523,-0.13275420524408096,-0.4238769344220534,-0.4793902176031069,0.33407358148757066
0x730e02e3af3de21ac51f1335a7a2647d4032a2f3,-0.16287143239713017,-0.7038897252389873,-0.030018460888601457,-0.16583794220186426,-1.4296808084699772,-0.07624149920804868,-0.4238769344220534,-0.4449364133233517,0.33407358148757066
0x7581f53d2179db8a0b4510a75e8c21915c895113,-0.29839434169745477,-0.38420141329467483,-0.20738023135728187,-0.03982479650387529,2.711715781672979,0.12574333281596003,-0.4238769344220534,-0.4573184907638987,0.33407358148757066
0x43423fd605ada85a1c7db6ce37f6613672633102,-0.29839434169745477,-0.38420141329467483,-0.3196068714603359,-0.0515416558256036,0.6715254487047101,-0.1752379472523678,-0.4238769344220534,-0.4539170970614423,0.33407358148757066
0x1b3d3e94533a91a3ecc61a32bd9f137399e1943f,-0.027348523096805563,0.5748635225382626,0.07315243762896936,-0.06895705145953365,1.0110687764798036,-0.07418252875090789,0.19881218066499193,0.26645272356151306,0.33407358148757066
0xba08e2398f5267de40f2d1acd955dadb18884e8d,0.5147431141044928,0.2551752105939501,0.345385521136433,-0.2287913490152847,-0.8299378330802366,0.16362232535557322,0.572425649717219,0.15641552753520632,0.33407358148757066
0x8973a6bb8e8db29f02c1390c1f76f18214ead7c4,0.10817438620351905,-0.38420141329467483,-0.13652577685001133,-0.044473485350496056,0.8805277040319552,-0.13174462514479351,-0.050263465369826205,1.0908681748585236,0.33407358148757066
0xd562694a3dbe43afdadf0de1af59019289ee18f8,0.10817438620351905,0.5748635225382626,0.15389703835167365,-0.1255274510169036,-0.5471486222742328,0.23405775558507383,0.32335000368240113,-0.17911083056305072,0.33407358148757066
0x8e905b29ad651b92f43ce321f261954b6474865a,-0.027348523096805563,-0.38420141329467483,-0.09260998199320142,-0.1393072053928446,-0.42322431205331534,-0.17447838144527217,-0.17480128838723527,-0.11228095719237567,0.33407358148757066
0x28c6c547ab66aee41bba45e5e14781eefd392b39,0.10817438620351905,-1.0235780371832999,0.03483493137248475,-0.26745689539225953,-0.9513224131625974,-0.07716401680190908,-0.2993391114046443,0.19176810600941882,-2.9933525289463985
0x02cdf3aa55d6dd71f75d684dd9934468189c2cd3,0.5147431141044928,0.2551752105939501,0.13440807862633622,-0.129466844534013,-0.621584734134534,-0.045385938515764446,0.572425649717219,0.6542875937032885,0.33407358148757066
0xa49450f0c8f7d7d6a38489b9ba9c1695b99041ed,-0.027348523096805563,-1.0235780371832999,0.15044438266701074,-0.2780477245748674,0.2011854952167673,-0.0757710486597724,-0.4238769344220534,-0.17231317687459405,-2.9933525289463985
0xd356f501518d28f0f32f51f557e410a152ff7994,0.10817438620351905,-0.38420141329467483,0.07939206577691876,-0.18039214689369484,-0.8594268584473529,0.031099495126482142,-0.050263465369826205,0.358527100615557,0.33407358148757066
0x209f030ae3911ff4262f0e24b6a057099f5cac78,0.10817438620351905,-0.0645131013503624,0.0296486118275803,-0.17784901712006404,-0.40977659058580607,-0.055252091855052796,0.07427435764758272,-0.11853433997259975,0.33407358148757066
0xf158f5b045ad0de1484e46536a48ca66ec017737,0.24369729550384364,0.5748635225382626,0.06634823724635201,-0.07921456116768796,-0.8657746606601104,0.2370283044760132,0.44788782669981003,-0.3123514705031503,0.33407358148757066
0xf0396e32348e4de1d460c0615c477a69d63c6b30,-0.027348523096805563,0.5748635225382626,-0.09179728077089133,-0.11920070504546448,0.21894605841792336,-0.12123101562003838,0.19881218066499193,0.13777477930309678,0.33407358148757066
0x4af316ac30d9792004ea9292087d51a20dff57eb,-0.4339172509977794,-0.0645131013503624,-0.3233921376448603,0.21716962984978194,-1.4296808084699772,-0.15271023605231032,-0.4238769344220534,-0.47836051888875364,0.33407358148757066
0xbe42053bc0204ccc894fb0e39a3520e275a332b6,-0.569440160298104,-0.7038897252389873,-0.3484339761947435,0.03433882179211493,3.1366755392725683,-0.2144545593807325,-0.7974904034742806,-0.5941535451563181,-2.9933525289463985
0x11ba2fa43372070073a2cea84414305ad52fc3da,-0.16287143239713017,1.2142401464268875,-0.1566780141431194,0.1427169935215182,0.43187512677890677,-0.08103913497284138,0.32335000368240113,0.4736671977786846,0.33407358148757066
0x61e2fe6a88492d6df3c5dca17e29dee2dfcc6e73,0.24369729550384364,-0.38420141329467483,-0.035855360912521415,-0.20812845027462085,-0.5882208726689337,-0.041602403447260176,0.07427435764758272,1.1740342752002721,0.33407358148757066
0x8e8b7ed9cbc1850ae99fe40a3dc560986bb92f9b,-0.027348523096805563,-0.7038897252389873,-0.10819772443088446,-0.19035282496207132,-0.6164470139959269,-0.05897344692779045,-0.2993391114046443,-0.004560143461308067,0.33407358148757066
0x374508298e0d82771f187693373df531e9b41b16,0.6502660234048174,0.2551752105939501,0.40170096161268043,-0.2435071375484826,-0.3122115739144096,0.05014909693105951,0.6969634727346281,-0.12062578576739241,0.33407358148757066
0x9c535f38d214752ba43c4c2cd13d90575272a961,0.10817438620351905,0.5748635225382626,0.14007776646541437,-0.19654590390837962,-0.4376519098121975,0.061158533251161426,0.32335000368240113,2.3008033672105923,0.33407358148757066
0x2554bc7080bc2c2b9a2df86a8dddc0a2ff146497,0.24369729550384364,-0.7038897252389873,0.24822504835520953,-0.26484207556103756,-0.06452615089504933,-0.09520445353585137,-0.050263465369826205,-0.3449329949016522,0.33407358148757066
0x44eb406adc3853c973108b4f6d70bff52293c37d,-0.027348523096805563,-0.38420141329467483,0.012409400445361573,-0.22097028596725582,0.18470947311209035,-0.07978612121526137,-0.17480128838723527,-0.39651240569602686,0.33407358148757066
0x2a7ae8b8191227356d8e8c9031acc6209cc41ad6,-0.027348523096805563,-0.7038897252389873,0.036695783224387934,-0.1794766768920492,-0.12051241812098563,-0.12012211469274028,-0.2993391114046443,-0.4281161896606995,0.33407358148757066
0x0c9edd5572ce7136423810ad5d582123174f2f84,-0.29839434169745477,-0.7038897252389873,-0.33607205416525604,-0.11351286345850163,0.26281881212207264,-0.20303409901071057,-0.5484147574394624,-0.4518712527502107,0.33407358148757066
